locus	gene_name	gene_function	gene_product	synonyms	regulon	operon	sigma_factor	regulator	regulatory_mechanism	regulation_sign	metabolite	metabolite_sign	annotation
BSU22790	hbs	"DNA packaging, regulation of nucleoid compaction"	non-specific DNA-binding protein Hbsu	hbs|dbpA|hupA	SigH|	hbs	sigH|sigA|	LexA|Hbs|	TF-proteolyse|TF|	-1|-1|	DNA_Damage| @|	1|nan|	"non-specific DNA-binding protein HBsu, signal recognition particle-like (SRP) component"
BSU05420	ydfI	control of [[gene|ydfJ ]]expression	two-component response regulator	ydfI									two-component response regulator [YdfH]
BSU34810	yvcD	unknown	unknown	yvcD	SigA|								conserved hypothetical protein
BSU05408	ydzP	unknown	unknown	ydzP									hypothetical protein
BSU20130	yosG	unknown	unknown	yosG									"putative cell wall hydrolase, phage SPbeta"
BSU31945	yukJ	unknown	unknown	yukJ									conserved hypothetical protein
BSU23180	spmA	germination	spore maturation protein (spore core dehydratation)	spmA|ypuJ	SigE|	dacB-spmAB	sigE|	SpoIIID|	TF|	-1|	nan|	nan|	spore maturation protein
BSU_misc_RNA_53	X.43			BSU_misc_RNA_53									SAM
BSU01770	glmM	cell wall synthesis	"phosphoglucosamine mutase, required for cell wall synthesis"	glmM|ybbT	SigA|	glmM							phosphoglucosamine mutase
new_1751_1938	S5		intergenic region	S5
BSU26940	yraH	unknown	unknown	yraH									putative lyase
BSU31240	mcpA	"control of chemotaxis, sensing of acidic enviromnents"	methyl-accepting chemotaxis protein	mcpA	AbrB|	tlpA-mcpA	sigD|	AbrB|	TF|	-1|	 @|	nan|	methyl-accepting chemotaxis protein
BSU35430	flgM	control of [[protein|SigD ]]activity	anti-[[protein|7024E4162A6D827069F882FDEACA696EBC05DD40]]	flgM	ResD|SigE|CcpA|ScoC|	comFABC-yvyF-flgM-yvyG-flgKL	sigD|sigA|	scoC|DegU|ComK|	TF|TF-TC|TF|	-1|1|1|	 @|unk| @|	nan|-1|nan|	anti-sigma factor repressor of sigma(D)-dependent transcription
new_2381192_2381353_c	S858		3'UTR of ndk	S858
new_2415264_2415371	S877		independent transcript	S877
BSU23260	ribAB	riboflavin biosynthesis	"GTP cyclohydrolase II/ 3,4-dihydroxy-2-butanone 4-phosphate synthase"	ribA		ypuE-ribDEAHT	sigA|	FMN-box|	riboswitch|	-1|	Riboflavin-5-phosphate|	-1|	"fusedGTP cyclohydrolase II and 3,4-dihydroxy-2-butanone 4-phosphate synthase"
BSU19200	desR	regulation of  cold shock expression of [[gene|644C0C354B72FC07222EE45F4D2E0E57434B5EB5]]	two-component response regulator	desR|yocG				desR|	TF-TC|	NaN|	unk|	-1|	two-component response regulator [DesK]
BSU10460	yhjC	unknown	unknown	yhjC	CodY|CodY|	yhjCB		ComK|CodY|	TF|TF+M|	1|-1|	 @|GTP isoleucine valine|	nan|1 1 1|	putative exported protein
BSU06960	yesN	unknown	two-component response regulator	yesN	SigD|ImmR|CcpA|								two-component response regulator [YesM]
BSU07200	yetJ	"export of calcium, homeostasis"	pH-dependent calcium leak	yetJ	SigA|CymR|								putative integral inner membrane protein
BSU23710	polYB	UV-targeted mutagenesis	translesion synthesis (TLS-) DNA polymerase Y2	polY2|yqjW		yqjWX		LexA|	TF-proteolyse|	-1|	DNA_Damage|	1|	Y family DNA polymerase V bypassing lesions during replication
BSU19390	yojN	unknown	unknown	yojN									putative nitric-oxide reductase
BSU24740	yqxL	unknown	unknown	corA|yqhC|yqxL		yqxL	sigB|	LexA|	TF-proteolyse|	-1|	DNA_Damage|	1|	putative CorA-type Mg(2+) transporter
BSU35930	rbsD	ribose uptake	ribose ABC transporter (membrane protein)	rbsD	AbrB|	rbsRKDACB	sigA|	CcpA|AbrB|*RbsR*|	TF+PP+M|TF|silico-TF+M|	-1|1|NaN|	"D-fructose-1,6-bisphosphate Glucose-6-Phosphate| @|ribose|"	1 1|nan|-1|	ribose ABC transporter (membrane bound ribose binding)
BSU27650	secDF	protein secretion	preprotein translocase subunit (ATPase)	secDF|secF|secD	SigM|		sigM|						protein-export membrane protein
BSU18590	yoaG	unknown	unknown	yoaG	SigK|SigA|SigW|	yoaG	sigW|						putative permease
new_2997283_2999078	S1114	The antisense RNA of yxlF	3'UTR of ytpI	S1114
BSU11930	yjcO	unknown	unknown	yjcO									putative DNA binding protein
BSU35950	rbsC	ribose uptake	ribose ABC transporter (permease)	rbsC	SigA|SigG|AbrB|	rbsRKDACB	sigA|	CcpA|AbrB|*RbsR*|	TF+PP+M|TF|silico-TF+M|	-1|1|NaN|	"D-fructose-1,6-bisphosphate Glucose-6-Phosphate| @|ribose|"	1 1|nan|-1|	ribose ABC transporter (permease)
BSU08160	yfjB	unknown	unknown	yfjB									hypothetical protein
BSU03120	ycgI	unknown	unknown	ycgI			sigG|						putative methyltransferase
new_2812134_2812231_c	S1043		5'UTR of cymR	S1043
BSU37320	narK	"nitrate respiration, nitrite export"	nitrite extrusion protein	narK	NsrR|	narK-fnr	sigA|	NsrR|Fnr|	TF+M|TF+M|	-1|1|	Nitricoxide|Oxygen|	-1|-1|	nitrite extrusion permease
new_1276876_1277061_c	S441		intergenic region	S441
new_942230_942320_c	S300		5'UTR of ygaE	S300
BSU02920	yceF	resistance to Mn<sup>2+</sup> intoxication	manganese resistance protein	yceF	SigX|	yceCDEFGH	sigX|sigW|sigM|sigB|sigA|						putative stress adaptation transporter
BSU22920	ypeB	assembly of [[protein|92E50EF57FFCB22563B3C3A73B0885CCED8E9692]]	germination protein	ypeB|joeB|yzuA	SigG|	sleB-ypeB	sigG|	SpoVT|	TF|	-1|	nan|	nan|	spore membrane component
BSU09360	yhdC	unknown	unknown	yhdC			sigG|						putative exported protein
BSU08140	yfjD	unknown	unknown	yfjD									putative integral inner membrane protein
BSU27260	mccA	methionine-to-cysteine conversion	O-acetylserine-thiol-lyase	mccA|yrhA	CymR|	yrrT-mtn-yrhABC	sigK|sigA|	Spx|CymR|	TF+S|TF+P+M|	1|-1|	Thiol_specific_oxidative_stress::stress|O-acetyl-L-serine|	1|-1|	cystathionine beta-synthase for the reverse transsulfuration pathway
BSU16490	rpsB	translation	ribosomal protein S2	rpsB	SigE|stringent response|			stringent response|	Nan|	-1|	NaN|	nan|	ribosomal protein S2
new_3579515_3579589_c	S1329		5'UTR of bmrA	S1329
BSU10970	yitF	unknown	unknown	yitF	SpoVT|SigG|	yitGF	sigG|						putative enolase superfamily enzyme
new_875144_875427	S278		5'UTR of yfzA	S278
BSU39780	iolS	"unknown, may be involved in myo-inositol catabolism"	unknown	iolS|yxbF	IolR|	iolRS	sigA|	IolR|	TF+M|	-1|	2-deoxy-5-keto-D-gluconic-acid-6-phosphate|	-1|	aldo-keto reductase
BSU26039	yqbN	unknown	unknown	yqbN/1									"conserved unknown protein (fragment), skin element, C-terminal part of YqbN"
BSU36100	ywrD	unknown	unknown	ywrD	TnrA|	ywrD		TnrA|	TF+P+M|	1|	Glutamine|	-1|	putative gamma-glutamyltransferase
new_678952_679246_c	S224		5'UTR of bdhA	S224
BSU04930	yddD	conjugative transfer of ICEBs1	part of the ICEBs1 conjugation machinery	conD|yddD									"hypothetical protein, mobile element region"
BSU19290	yozO	unknown	unknown	yozO	SigA|SigA|SigW|SigW|	yozO	sigW|						conserved hypothetical protein
new_2325774_2325853	S836		5'UTR of kduI	S836
new_3568195_3568456_c	S1322	The antisense RNA of X.47	intergenic region	S1322
BSU27660	comN	regulation of competence and DNA uptake	post-transcriptional regulator of [[gene|788725411B2E741103603373E43441FD036E1BA0|comE]] expression	comN|yrzD	SigM|								post-transcriptional regulator
new_2412975_2413587	S876	The antisense RNA of S1492	3'UTR of serA	S876
BSU09740	yheF	unknown	unknown	yheF									hypothetical protein
new_528616_528703	S168		5' of trnS-Asn	S168
BSU27040	levG	fructose uptake and phosphorylation	"fructose-specific fructose-specific [[category|SW 1.2.2|PTS]], EIID component"	levG	SigG|CcpA|	levDEFG-sacC	sigL|	LevR|CcpA|	TF+PTS|TF+PP+M|	1|-1|	"fructose|D-fructose-1,6-bisphosphate Glucose-6-Phosphate|"	1|1 1|	phosphotransferase system (PTS) fructose-specific enzyme IID component
new_988013_988416_c	S318	The antisense RNA of yxkA	3'UTR of yhcM	S318
new_2119268_2119353	S750		5'UTR of yojI	S750
BSU24150	mmgC	mother cell metabolism	acyl-CoA dehydrogenase	mmgC|yqiN	CcpA|	mmgABCDE-yqiQ	sigE|	CcpA|SpoIIID|	TF+PP+M|TF|	-1|-1|	"D-fructose-1,6-bisphosphate Glucose-6-Phosphate|nan|"	1 1|nan|	short chain acyl-CoA dehydrogenase
BSU37950	ywdI	unknown	unknown	ywdI|ipa-59d	SigA|TnrA|	ywdIJK		TnrA|	TF+P+M|	-1|	Glutamine|	-1|	conserved hypothetical protein
new_613552_613640	S199		5'UTR of ydgK	S199
BSU12000	manR	regulation of mannose utilization	"transcriptional activator, PRD-type"	manR|yjdC	ManR|			ManR|CcpA|	TF+PTS|TF+PP+M|	1|-1|	"Mannose|D-fructose-1,6-bisphosphate Glucose-6-Phosphate|"	1|1 1|	transcriptional antiterminator
BSU04920	yddC	conjugative transfer of ICEBs1	part of the ICEBs1 conjugation machinery	conC|yddC									conserved hypothetical protein
BSU37870	spsE	spore coat polysaccharide synthesis	unknown	spsE|ipa-67d	SigE|		sigK|						putative phosphoenolpyruvate-sugar pyruvyltransferase
new_532412_532652_c	S170	The antisense RNA of S1496	independent transcript	S170
BSU13810	ykvS	unknown	unknown	ykvS									conserved hypothetical protein
BSU22540	qcrC	respiration	menaquinol:cytochrome c oxidoreductase (cytochrome b/c subunit)	qcrC|bfcC|petD	SigA|AbrB|	qcrABC		ResD|AbrB|CcpA|	TF-TC|TF|TF+PP+M|	1|-1|-1|	"Menaquinone| @|D-fructose-1,6-bisphosphate Glucose-6-Phosphate|"	1|nan|1 1|	menaquinol:cytochrome c oxidoreductase (cytochrome cc subunit)
BSU25110	yqfU	unknown	unknown	yqfU		yqfSU	sigG|						putative integral inner membrane protein
new_1596301_1596473	S560		5'UTR of ftsA	S560
new_55707_55815	S32		intergenic region	S32
BSU36170	ywqL	DNA repair	endonuclease V	ywqL									putative deoxyribonuclease V
BSU07690	mapB	removal of N-terminal methionine from nascent proteins	methionine aminopeptidase	yflG|mapB		yflG-yflH	sigA|						methionine aminopeptidase B
BSU38400	epr	protein degradation	minor extracellular serine protease	epr|ipa-15r	ScoC|	epr	sigD|	SinR|scoC|DegU|	TF|TF|TF-TC|	-1|-1|1|	nan| @|unk|	nan|nan|-1|	extracellular serine protease
BSU37640	ywfL	lipoic acid metabolism	protein N-octanoyltransferase	lipL|ipa-90d|ywfL									conserved hypothetical protein
BSU38360	ywbD	unknown	putative ribosomal RNA large subunit methyltransferase	ywbD|ipa-19d	SinR|			SinR|	TF|	-1|	nan|	nan|	putative AdoMet-dependent methyltransferase
BSU26260	yqaM	unknown	unknown	yqaM	SigG|SknR|			SknR|	TF|	-1|	nan|	nan|	"putative replication-related ATPase, skin element"
BSU40220	yydB	unknown	unknown	yydB									putative phosphohydrolase
BSU06040	ydiM	unknown	unknown	ydiM									hypothetical protein
BSU01980	skfH	unknown	unknown	skfH|ybdE	AbrB|			Spo0A|PhoP|AbrB|	TF+PP|TF-TC|TF|	1|1|-1|	nan|phosphate| @|	nan|-1|nan|	"sibling killing effect , sporulation killing factor biosynthesis and export"
BSU14830	glsB	glutamine degradation	glutaminase	ylaM			sigE|	SpoIIID|	TF|	-1|	nan|	nan|	glutaminase
BSU26200	yqaS	unknown	unknown	yqaS	SigD|								"putative phage-related terminase small subunit, skin element"
BSU17830	yndM	unknown	unknown	yndM									putative integral inner membrane protein
new_2401843_2402036	S869	The antisense RNA of yxjA	independent transcript	S869
BSU39860	aldX	unknown	aldehyde dehydrogenase (NAD)	aldX|yxaS|yxbE		aldX							putative aldehyde dehydrogenase
BSU02290	psd	biosynthesis of phospholipids	phosphatidylserine decarboxylase	psd	SigX|	pssA-ybfM-psd	sigX|sigA|						"phosphatidylserine decarboxylase, 32 kDa precursor processed into a 29 kDa protein"
new_3440953_3441054_c	S1282		5'UTR of cadA	S1282
BSU01280	rplE	translation	ribosomal protein L5 (BL6)	rplE	stringent response|			stringent response|	Nan|	-1|	NaN|	nan|	ribosomal protein L5 (BL6)
new_1499752_1499838	S521		5'UTR of yknU	S521
BSU_misc_RNA_25	X.20			BSU_misc_RNA_25									T-box
BSU00800	yazB	unknown	unknown	yazB	SigA|	pabBAC-sul-folBK-yazB-yacF-lysS	sigA|	TRAP|	RNA-BAP|	-1|	Tryptophan|	1|	putative transcriptional regulator
new_3985282_3985350_c	S1490		intergenic region	S1490
new_2226061_2227296	S801		5'UTR of yonK	S801
BSU01610	feuC	[SW|acquisition of iron]	[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein)	feuC	Fur|	feuABC-ybbA	sigA|	Fur|CitB|Btr|*GlcR*|	TF+M|riboswitch|TF+M|silico-TF+unk|	-1|1|1|NaN|	Iron|Iron|Bacillibactin Enterobactin|unk|	1|-1|1|unk|	iron-uptake protein
BSU34970	ppaX	unknown	unknown	yvoE|hprP									P-Ser-HPr phosphatase
BSU13440	ykoY	resistance to Mn<sup>2+</sup> intoxication	manganese resistance protein	ykoY	yybP-ykoY motif|		sigK|	*RNA - yybP-ykoY*|	silico-riboswitch|	NaN|	unk|	nan|	putative transporter
new_2549645_2549774	S923		5'UTR of yqhH	S923
BSU06049	ydzV	unknown	unknown	ydzV									"conserved hypothetical protein, phage terminase (fragment)"
BSU39660	yxdJ	resistance against toxic peptides	two-component response regulator ([SW|OmpR family])	yxdJ									two-component response regulator [YxdK]
new_659222_659341_c	S215		5'UTR of ydzW/7	S215
BSU01210	rplV	translation	ribosomal protein L22 (BL17)	rplV	CymR|stringent response|			stringent response|	Nan|	-1|	NaN|	nan|	ribosomal protein L22 (BL17)
BSU05020	phrI	control of the transfer of the mobile genetic element ICEBs1	phosphatase (RapI) regulator	phrI	SigH|	rapI-phrI	sigH|sigA|						secreted regulator of the activity of phosphatase RapI
BSU26490	yrkJ	unknown	unknown	yrkJ				*YrkD*|	silico-TF+unk|	NaN|	unk|	|	putative integral inner membrane protein
BSU17110	pksD	polyketide synthesis	unknown	pksD	AbrB|								enzyme involved in polyketide synthesis
new_2599267_2599375_c	S946		5'UTR of trmK	S946
new_3983174_3984118	S1489	The antisense RNA of yxzG	3'UTR of yxzE	S1489
BSU35210	yvkA	unknown	unknown	yvkA									putative efflux transporter
BSU16610	ylxR	unknown	unknown	ylxR|ymxB	DnaA|stringent response|	ylxS-nusA-ylxRQ-infB-ylxP-rbfA	sigA|	stringent response|	Nan|	-1|	NaN|	nan|	"putative RNA binding protein, putative new fold"
BSU17610	xylB	utilization of xylan and xylose	xylulokinase	xylB|yncA	PerR|CcpA|	xylAB	sigA|	XylR|CcpA|CcpB|	TF+M|TF+PP+M|TF+unk|	-1|-1|-1|	"Xylose|D-fructose-1,6-bisphosphate Glucose-6-Phosphate|unk|"	-1|1 1|nan|	xylulose kinase
BSU19810	ypqP	spore envelope polysaccharide biosynthesis	"UDP-NAcGlcA inverting 4,6-dehydratase (N-terminal part)"	yodU|ypqP|spsM			sigK|						"putative capsular polysaccharide biosynthesis enzyme fragment, N-terminal part of YpqP"
new_2722645_2722745	S999		3'UTR of yrdQ	S999
new_3980704_3983186_c	S1488	The antisense RNA of yxiF	3'UTR of yxkH	S1488
BSU17170	pksI	polyketide synthesis	unknown	pksI	SigA|AbrB|								decarboxylase involved in polyketide synthesis
BSU21350	yomI	cell wall turnover	cell wall hydrolase	cwlP|yomI									"SPbeta phage protein, lytic transglycosylase"
BSU39310	yxiC	unknown	unknown	yxiC									conserved hypothetical protein
BSU37540	ywhB	unknown	unknown	ywhB									4-oxalocrotonate tautomerase
new_1518175_1519804_c	S526	The antisense RNA of S1512	independent transcript	S526
new_4154502_4154694_c	S1553		5'UTR of walR	S1553
new_1899126_1899205_c	S638		5'UTR of yncD	S638
new_2854627_2854844_c	S1059		intergenic region	S1059
BSU26620	yrdR	unknown	unknown	yrdR	CymR|SigD|SigF|								putative efflux transporter
new_3718617_3718717	S1389		3'UTR of ywrF	S1389
new_3021166_3021232	S1122		5'UTR of ytdI	S1122
new_798340_798468	S251		5'UTR of yfnH	S251
BSU38930	yxjJ	survival of stress conditions	unknown	yxjJ	DegU|	yxjJI	sigW|sigB|	DegU|	TF-TC|	-1|	unk|	-1|	hypothetical protein
BSU07550	yflT	survival of ethanol  stress	unknown	yflT	SigB|		sigB|						heat stress induced protein
BSU21060	yonK	unknown	unknown	yonK									"conserved hypothetical protein, phage SPbeta"
BSU17150	pksG	polyketide synthesis	hydroxymethylglutaryl CoA synthase	pksG	RghR|AbrB|								acetyl-S-AcpK beta-ketothioester polyketide intermediate transferase
BSU06380	yebC	unknown	unknown	yebC	Spo0A|SigV|		sigM|						putative integral inner membrane protein
new_1518186_1518290	S527		intergenic region	S527
new_3239640_3239929	S1208		5'UTR of nupN	S1208
new_4012758_4012865_c	S1507		3'UTR of licT	S1507
BSU19350	yocS	unknown	putative sodium-dependent transporter	yocS				CodY|	TF+M|	NaN|	GTP isoleucine valine|	1 1 1|	putative sodium-dependent transporter
new_2648688_2648796_c	S970		5'UTR of yqeF	S970
BSU13740	queE	tRNA modification	7-carboxy-7-deazaguanine (CDG) synthase	queE|ykvL	preQ1 riboswitch|			preQ1 riboswitch|	riboswitch|	-1|	Queuosine|	-1|	queuosine biosynthesis enzyme
new_1485356_1485452	S516		intergenic region	S516
BSU13200	rsbRB	control of SigB activity	RsbR paralog	rsbRB|ispU|ykoB									component of the piezosome (stressosome)
BSU17480	ynzF	unknown	unknown	ynzF									putative phage protein
BSU31210	yulB	control of rhamnose utilization	transcriptional regulator ([SW|DeoR family])	rhaR|yulB				*RhaR*|	silico-TF+M|	NaN|	L-rhamnulose-1-phosphate|	-1|	putative transcriptional regulator (DeoR family)
BSU02930	yceG	survival of ethanol  stress	unknown	yceG	SigK|SigX|	yceCDEFGH	sigX|sigW|sigM|sigB|sigA|						conserved hypothetical protein
BSU10510	yhjH	unknown	unknown	yhjH									putative transcriptional regulator
BSU39650	yxdK	resistance against toxic peptides	two-component sensor kinase	yxdK									two-component sensor histidine kinase [YxdJ]
BSU32300	yutE	unknown	unknown	yutE	SigA|								conserved hypothetical protein
new_3483888_3483998_c	S1303		5'UTR of cggR	S1303
BSU32360	yunC	unknown	unknown	yunC			sigK|						putative RNA binding protein
new_3545605_3545858	S1317		3'UTR of cotR	S1317
new_984790_984900	S317		5'UTR of yhcJ	S317
new_2740413_2740741	S1008		5' of S1009	S1008
BSU30330	ytvB	unknown	unknown	ytvB	SigB|CodY|SigV|		sigK|sigE|						putative conserved membrane protein
BSU31810	yuzE	unknown	unknown	yuzE									conserved hypothetical protein
BSU38800	yxkH	unknown	unknown	yxkH	SigA|SigD|								"putative exported polysaccharide deacetylase, lipoprotein"
new_2569624_2570653	S931	The antisense RNA of yxeL	independent transcript	S931
BSU10250	yhfJ	scavenging of lipoic acid	Lipoate:protein ligase	lplJ|yhfJ									putative lipoate-protein ligase
BSU01400	rpmJ	translation	ribosomal protein L36 (ribosomal protein B)	rpmJ|rpmX	BirA|stringent response|			stringent response|	Nan|	-1|	NaN|	nan|	ribosomal protein L36 (ribosomal protein B)
BSU07370	yfmR	unknown	ABC transporter (ATP-binding protein)	yfmR									putative ABC protein involved in RecA-independent precise excision of transposons
BSU26310	yqaH	unknown	unknown	yqaH	SknR|			SknR|	TF|	-1|	nan|	nan|	"hypothetical protein, skin element"
BSU25390	yqeZ	resistance against sublancin	"NfeD family protein NfeD1b, serine protease"	yqeZ	SigW|	yqeZ-yqfA-yqfB	sigW|						putative membrane bound hydrolase
BSU16150	clpQ	protein degradation	two-component ATP-dependent protease	clpQ|hslV|codW	CodY|	codV-clpQY-codY	sigA|	CodY|	TF+M|	-1|	GTP isoleucine valine|	1 1 1|	two-component ATP-dependent protease (N-terminal serine protease)
BSU28900	lrgB	uptake of pyruvate	pyruvate transporter	pftB|ysbB				CcpA|*LytT*|	TF+PP+M|silico-TF+TC|	NaN|NaN|	"D-fructose-1,6-bisphosphate Glucose-6-Phosphate|unk|"	1 1|nan|	antiholin factor
BSU34370	epsA	biofilm formation	unknown	epsA|yveK	EAR riboswitch|	epsABCDEFGHIJKLMNO	sigA|sigH|	SinR|AbrB|	TF|TF|	-1|-1|	nan| @|	nan|nan|	modulator of protein tyrosine kinase EpsB
new_2601330_2601527_c	S952		intergenic region	S952
new_1228926_1229067	S411		5'UTR of mecA	S411
BSU24570	gcvT	glycine utilization	aminomethyltransferase (glycine cleavage system protein T)	gcvT|yqhI	Gly-box|	Op190		Gly-box|SpoVT|T-box-GLY|	riboswitch|TF|RNA switch|	-1|1|-1|	Glycine|nan|tRNAgly|	|nan|-1|	aminomethyltransferase (glycine cleavage system protein T)
new_342467_342537	S113		intergenic region	S113
new_1868453_1868560	S621		intergenic region	S621
BSU03020	ycgA	unknown	unknown	ycgA	CodY|			CodY|	TF+M|	-1|	GTP isoleucine valine|	1 1 1|	putative integral inner membrane protein
new_3606777_3607493	S1339	The antisense RNA of yxeA	3'UTR of yvmA	S1339
BSU03359	yczL	unknown	unknown	yczL	SigB|Zur|	yciABC	sigA|	Zur|	TF+M|	-1|	Zinc|	1|	hypothetical protein
BSU22440	birA	"regulation of biotin synthesis, addition of biotin to proteins"	trigger enzyme	birA	SigA|								biotin acetyl-CoA-carboxylase ligase and biotin regulon repressor
BSU29180	pyk	catabolic enzyme in glycolysis	pyruvate kinase	pyk|pykA		Op1							pyruvate kinase
BSU36680	ywmF	unknown	unknown	ywmF	SigB|	ywmF-csbD	sigB|						putative integral inner membrane protein
new_2435792_2435878_c	S886		5'UTR of ppiB	S886
BSU23480	dacF	carboxypeptidase	"penicillin-binding protein I, D-alanyl-D-alanine carboxypeptidase"	dacF	SigW|AbrB|	dacF-spoIIAAB-sigF	sigH|sigG|sigF|	AbrB|SpoVT|Spo0A|	TF|TF|TF+PP|	-1|-1|1|	 @|nan|nan|	nan|nan|nan|	D-alanyl-D-alanine carboxypeptidase (penicilin binding protein)
BSU25210	dnaG	[[category|SW 3.1.1]]	DNA primase	dnaG	SigH|	yqxD-dnaG-sigA	sigH|sigD|sigB|sigA|	Spo0A|	TF+PP|	-1|	nan|	nan|	DNA primase
BSU28470	lysC	biosynthesis of lysine	aspartokinase II (alpha and beta subunits)	lysC|ask|aecA	L-box|	lysC	sigA|	L-box-LYS|	riboswitch|	-1|	Lysine|	1|	aspartokinase II alpha subunit (aa 1->408) and beta subunit (aa 246->408)
